AÑO;PR;TIPO RED;CTRA;TR;ESTAC ASOC;ESTAC AFORO;PK ESTAC;ESTAC AFÍN;DESCRIPCIÓN DEL TRAMO;LONG;PK INICIAL;PK FINAL;IMD AÑO;IMD-L AÑO;IMDp AÑO;% LIG AÑO;% PES AÑO;IMD AÑO ANT;IMD-L  AÑO ANT;IMDp AÑO ANT;% LIG AÑO ANT;%PES AÑO ANT;VELOCIDAD MEDIA;RANGO VELOC MEDIA;% MOTOS;% TURISMOS;% FURGON.;% TRACT.;% AUTOBUSES;% CAM. S/R;% CAM. ART.;% TREN CTRA.;% EXTRANJ.;% MER. PEL.;LÍMITE CCAA;LÍMITE PROVINCIA;DOBLE CALZADA
2015;LE;CP;LE-125;4;LE-4095;LE-4095;26.0;LE-0370;DE NOGAREJAS (LE-111), A CASTROCONTRIGO;5.14;25.46;30.6;670;552;118;82.39;17.61;653;545;108;83.46;16.54;52;<=60;0.18;83.48;8.24;0.2;0.28;3.59;4.03;0.0;0.0;0.27;;;
2015;LE;CL;LE-164;1;LE-4735;LE-4735;0.1;LE-0370;DE PUENTE DE DOMINGO FLÓREZ (N-536) A LLAMAS DE CABRERA  (LE-127);21.0;0.0;21.0;506;482;24;95.26;4.74;608;584;24;96.05;3.95;46;<=60;0.18;83.48;8.24;0.2;0.28;3.59;4.03;0.0;0.0;0.27;;;
2015;LE;CL;LE-164;2;LE-4730;LE-4730;22.9;LE-0370;DE  LLAMAS DE CABRERA  (LE-127) A  LA BAÑA (LE-126);21.94;21.0;42.94;142;132;10;92.96;7.04;96;88;8;91.67;8.33;31;<=60;0.18;83.48;8.24;0.2;0.28;3.59;4.03;0.0;0.0;0.27;;;
2015;LE;CP;LE-232;1;LE-4010;LE-4010;4.0;LE-1045;DE SAHAGÚN (N-120) A CEA;10.27;0.0;10.27;846;790;56;93.38;6.62;874;805;69;92.11;7.89;91;91-100;0.14;80.89;7.16;0.14;0.09;4.23;7.35;0.0;0.07;0.26;;;
2015;LE;CL;LE-234;1;LE-4290;LE-4290;20.38;LE-1340;DE PUENTE ALMUHEY (CL-626) A LE-215;29.2;0.0;29.2;508;495;13;97.44;2.56;479;467;12;97.49;2.51;56;<=60;0.89;67.35;20.24;0.0;0.52;2.98;8.03;0.0;0.0;0.3;;;
2015;LE;CP;LE-311;1;LE-4315;LE-4315;6.9;LE-1110;DE LEÓN (LE-30) A SAN FELIZ DEL TORÍO;8.9;0.0;8.9;2925;2832;93;96.82;3.18;3656;3540;116;96.83;3.17;57;<=60;0.62;79.06;13.51;0.0;0.15;1.66;4.99;0.0;0.0;0.24;;;
2015;LE;CP;LE-311;2;LE-4665;LE-4665;17.4;LE-1110;DE SAN FELIZ DEL TORÍO A ROBLES DE LA VALCUEVA (CL-626);16.5;8.9;25.4;1890;1778;112;94.07;5.93;2324;1801;523;77.5;22.5;70;61-70;0.62;79.06;13.51;0.0;0.15;1.66;4.99;0.0;0.0;0.24;;;
2015;LE;CP;LE-331;1;LE-1340;LE-1340;4.61;LE-1340;DE BOÑAR (CL-626) A PUEBLA DE LILLO (LE-333);27.0;0.0;27.0;972;860;112;88.48;11.52;945;869;76;91.96;8.04;65;61-70;0.89;67.35;20.24;0.0;0.52;2.98;8.03;0.0;0.0;0.3;;;
2015;LE;CL;LE-333;1;LE-4350;LE-4350;1.3;LE-1340;DE PUEBLA DE LILLO (LE-331) A PUERTO DE TARNA (CL-635);14.4;0.0;14.4;257;201;56;78.21;21.79;311;306;5;98.39;1.61;52;<=60;0.89;67.35;20.24;0.0;0.52;2.98;8.03;0.0;0.0;0.3;;;
2015;LE;CL;LE-413;3;LE-4590;LE-4590;32.3;LE-1060;DE SANTA MARÍA DEL PÁRAMO (CL-622) A VALCABADO DEL PÁRAMO (N-VI);17.42;27.49;44.91;655;558;97;85.19;14.81;604;544;60;90.07;9.93;72;71-80;0.74;81.03;6.62;1.77;0.0;5.7;4.13;0.0;0.0;0.33;;;
2015;LE;CP;LE-440;1;LE-4705;LE-4705;0.8;LE-0370;DE MONTEJOS DEL CAMINO (LE-441) A N-120;3.0;0.0;3.0;1693;1670;23;98.64;1.36;1882;1856;26;98.62;1.38;71;71-80;0.18;83.48;8.24;0.2;0.28;3.59;4.03;0.0;0.0;0.27;;;
2015;LE;CL;LE-443;1;LE-4740;LE-4740;4.9;LE-0370;DE VILLADANGOS DEL PÁRAMO (LE-413) A BENAVIDES DE ÓRBIGO (LE-420);10.5;0.0;10.5;2182;2131;51;97.66;2.34;1589;1552;37;97.67;2.33;75;71-80;0.18;83.48;8.24;0.2;0.28;3.59;4.03;0.0;0.0;0.27;;;
2015;LE;CP;LE-451;3;LE-4430;LE-4430;49.0;LE-1060;DE LE-460 A RIELLO  (LE-493);7.98;41.42;49.4;225;163;62;72.44;27.56;377;172;205;45.62;54.38;59;<=60;0.74;81.03;6.62;1.77;0.0;5.7;4.13;0.0;0.0;0.33;;;
2015;LE;CP;LE-460;3;LE-4760;LE-4760;56.0;LE-1110;DE LE-451 A RIOSECO DE TAPIA;12.35;46.9;59.25;588;573;15;97.45;2.55;339;253;86;74.63;25.37;66;61-70;0.62;79.06;13.51;0.0;0.15;1.66;4.99;0.0;0.0;0.24;;;
2015;LE;CP;LE-460;4;LE-4645;LE-4645;64.2;LE-1110;DE RIOSECO DE TAPIA A  CL-623;6.35;59.25;65.6;680;668;12;98.24;1.76;780;765;15;98.08;1.92;76;71-80;0.62;79.06;13.51;0.0;0.15;1.66;4.99;0.0;0.0;0.24;;;
2015;LE;CP;LE-473;1;LE-4445;LE-4445;2.5;LE-1340;DE POLA DE GORDÓN (N-630) A PANTANO DE LUNA (CL-626);23.25;0.0;23.25;578;549;29;94.98;5.02;573;549;24;95.81;4.19;73;71-80;0.89;67.35;20.24;0.0;0.52;2.98;8.03;0.0;0.0;0.3;;;
2015;LE;CP;LE-481;1;LE-4455;LE-4455;4.95;LE-1120;DE PUENTE ORUGO A LÍMITE DE C.A. DE ASTURIAS;15.9;0.0;15.9;454;445;9;98.02;1.98;337;325;12;96.44;3.56;62;61-70;1.41;78.62;8.16;0.13;1.78;7.87;2.03;0.0;0.0;0.2;AS;;
2015;LE;CL;LE-482;1;LE-4220;;;LE-1205;DE SAN EMILIANO (LE-481) A PINOS;2.3;0.0;2.3;235;210;25;89.36;10.64;163;158;5;96.93;3.07;58;<=60;0.74;83.35;3.96;0.19;0.0;8.35;3.42;0.0;0.0;0.23;;;
2015;LE;CL;LE-491;1;LE-4220;;;LE-1205;DE VEGA DE VIEJOS (LE-495) A CL-626;2.6;0.0;2.6;235;210;25;89.36;10.64;163;158;5;96.93;3.07;50;<=60;0.74;83.35;3.96;0.19;0.0;8.35;3.42;0.0;0.0;0.23;;;
2015;LE;CP;LE-512;2;LE-4720;LE-4720;24.0;LE-1045;DE PALANQUINOS (A-231) A VALENCIA DE DON JUAN (CL-621);18.5;9.0;27.5;2851;2574;277;90.28;9.72;2844;2678;166;94.16;5.84;68;61-70;0.14;80.89;7.16;0.14;0.09;4.23;7.35;0.0;0.07;0.26;;;
2015;LE;CP;LE-713;2;LE-4570;LE-4570;7.0;LE-1575;DE A-6 (CAMPONARAYA)  A VILLAFRANCA DEL BIERZO POR CACABELOS;11.1;4.2;15.3;1562;1489;73;95.33;4.67;2301;2204;97;95.78;4.22;31;<=60;0.65;82.83;8.93;0.04;2.05;5.04;0.46;0.0;0.15;0.56;;;
2015;LE;CP;LE-715;1;LE-4685;LE-4685;3.0;LE-0190;DE FRESNEDO (CL-631) A FABERO (LE-711);14.1;0.0;14.1;1285;1240;45;96.5;3.5;1285;1240;45;96.5;3.5;55;<=60;0.22;79.5;9.31;0.0;0.57;2.46;7.92;0.02;0.0;0.19;;;
2015;LE;CL;LE-932;1;VA-4520;;;VA-1130;DE ALBIRES (N-601) A LÍMITE DE PROVINCIA DE VALLADOLID;1.5;0.0;1.5;179;169;10;94.41;5.59;191;171;20;89.53;10.47;77;71-80;0.45;77.18;11.03;0.0;0.47;6.31;4.26;0.32;0.12;0.58;;VA;
2015;PA;CL;P-102;1;PA-4280;PA-4280;1.8;PA-1190;DE DUEÑAS (N-620) A P-110;1.975;0.0;1.975;1365;1288;77;94.36;5.64;1408;1276;132;90.63;9.38;62;61-70;0.19;80.54;7.13;0.19;0.68;4.15;6.16;0.96;0.28;0.56;;;
2015;PA;CL;P-102;2;VA-4205;;;VA-1130;DE P-110 A LÍMITE PROVINCIA DE VALLADOLID;3.575;1.975;5.55;571;533;38;93.35;6.65;632;530;102;83.86;16.14;80;71-80;0.45;77.18;11.03;0.0;0.47;6.31;4.26;0.32;0.12;0.58;;VA;
2015;PA;CL;P-113;1;PA-4730;PA-4730;6.4;PA-1160;DE CASTRILLO DE DON JUAN (P-140) A CL-619;7.107;0.0;7.107;82;76;6;92.68;7.32;73;72;1;98.63;1.37;70;61-70;0.43;79.95;11.62;0.0;1.23;2.95;2.46;1.35;0.33;0.0;;;
2015;PA;CL;P-121;1;PA-4305;;;PA-1190;DE N-620 A VALLE DE CERRATO (P-131);14.5;0.0;14.5;63;59;4;93.65;6.35;52;50;2;96.15;3.85;62;61-70;0.19;80.54;7.13;0.19;0.68;4.15;6.16;0.96;0.28;0.56;;;
2015;PA;CP;P-130;1;PA-4315;PA-4315;9.6;PA-1190;DE BALTANÁS (P-131) A TORQUEMADA (P-412);12.61;0.0;12.61;405;355;50;87.65;12.35;375;354;21;94.4;5.6;74;71-80;0.19;80.54;7.13;0.19;0.68;4.15;6.16;0.96;0.28;0.56;;;
2015;PA;CL;P-131;1;PA-4305;PA-4305;9.8;PA-1190;DE CEVICO DE LA TORRE (P-110) A BALTANÁS (CL-619) POR VALLE DE CERRATO;18.18;0.0;18.18;63;59;4;93.65;6.35;52;50;2;96.15;3.85;72;71-80;0.19;80.54;7.13;0.19;0.68;4.15;6.16;0.96;0.28;0.56;;;
2015;PA;CL;P-131;2;PA-4320;PA-4320;36.45;PA-1190;DE BALTANÁS (CL-619) A A-62;28.61;18.18;46.79;143;140;3;97.9;2.1;167;149;18;89.22;10.78;64;61-70;0.19;80.54;7.13;0.19;0.68;4.15;6.16;0.96;0.28;0.56;;;
2015;PA;CL;P-210;1;PA-4340;PA-4340;26.2;PA-1230;DE CERVERA DE PISUERGA (CL-627) A VELILLA DE RÍO CARRIÓN (P-215) POR CARDAÑO DE ABAJO;55.3;0.0;55.3;97;96;1;98.97;1.03;92;91;1;98.91;1.09;61;61-70;0.35;64.93;18.06;0.0;0.66;3.94;11.94;0.11;0.0;0.33;;;
2015;PA;CL;P-212;1;PA-4340;;;PA-1230;DE P-210 A REBANAL DE LAS LLANTAS;3.95;0.0;3.95;97;96;1;98.97;1.03;92;91;1;98.91;1.09;50;<=60;0.35;64.93;18.06;0.0;0.66;3.94;11.94;0.11;0.0;0.33;;;
2015;PA;CL;P-213;1;PA-4380;;;PA-1250;DE SALINAS DE PISUERGA (CL-626) A MATAMORISCA (CL-626);5.95;0.0;5.95;125;120;5;96.0;4.0;150;144;6;96.0;4.0;61;61-70;0.89;76.77;15.29;0.0;0.47;4.07;1.88;0.63;1.94;0.3;;;
2015;PA;CL;P-216;1;PA-4340;;;PA-1230;DE TRIOLLO (P-210) A VIDRIEROS;2.498;0.0;2.498;97;96;1;98.97;1.03;92;91;1;98.91;1.09;61;61-70;0.35;64.93;18.06;0.0;0.66;3.94;11.94;0.11;0.0;0.33;;;
2015;PA;CL;P-217;1;PA-4340;;;PA-1230;DE CARDAÑO DE ABAJO (P-210) A CARDAÑO DE ARRIBA;4.74;0.0;4.74;97;96;1;98.97;1.03;92;91;1;98.91;1.09;70;61-70;0.35;64.93;18.06;0.0;0.66;3.94;11.94;0.11;0.0;0.33;;;
2015;PA;CP;P-225;2;PA-4210;PA-4210;19.4;PA-1250;DE SANTANA (P-214)  A PUEBLA DE VALDAVIA  (P-223);9.16;11.64;20.8;562;537;25;95.55;4.45;584;555;29;95.03;4.97;71;71-80;0.89;76.77;15.29;0.0;0.47;4.07;1.88;0.63;1.94;0.3;;;
2015;PA;CP;P-230;1;PA-4390;PA-4390;5.85;PA-1250;DE HERRERA DE PISUERGA (P-227) A SOTOBAÑADO (P-233);9.185;0.0;9.185;520;484;36;93.08;6.92;547;518;29;94.7;5.3;81;81-90;0.89;76.77;15.29;0.0;0.47;4.07;1.88;0.63;1.94;0.3;;;
2015;PA;CP;P-230;2;PA-4395;PA-4395;20.08;PA-1120;DE SOTOBAÑADO  (P-233) A P-225;21.065;9.185;30.25;258;229;29;88.76;11.24;241;212;29;87.97;12.03;79;71-80;0.34;74.57;13.03;0.52;0.49;6.25;4.18;0.61;0.08;0.53;;;
2015;PA;CL;P-231;1;PA-4400;PA-4400;3.1;PA-1250;DE VILLANUÑO DE VALDAVIA (P-236) A HERRERA DE PISUERGA (P-230);18.62;0.0;18.62;94;92;2;97.87;2.13;151;147;4;97.35;2.65;73;71-80;0.89;76.77;15.29;0.0;0.47;4.07;1.88;0.63;1.94;0.3;;;
2015;PA;CL;P-236;1;PA-4710;PA-4710;14.0;PA-1250;DE VILLAHERREROS (N-120) A VILLANUÑO DE VALDAVIA (P-231);14.99;0.0;14.99;317;285;32;89.91;10.09;404;364;40;90.1;9.9;70;61-70;0.89;76.77;15.29;0.0;0.47;4.07;1.88;0.63;1.94;0.3;;;
2015;PA;CL;P-236;2;PA-4720;PA-4720;20.0;PA-1250;DE VILLANUÑO DE VALDAVIA (P-231) A VILLAELES DE VALDAVIA (P-230);8.6;14.99;23.59;250;237;13;94.8;5.2;330;303;27;91.82;8.18;72;71-80;0.89;76.77;15.29;0.0;0.47;4.07;1.88;0.63;1.94;0.3;;;
2015;PA;CL;P-237;1;PA-4720;;;PA-1250;DE VILLAELES DE VALDAVIA (P-230) A BUENAVISTA DE VALDAVIA (P-225);8.568;0.0;8.568;250;237;13;94.8;5.2;330;303;27;91.82;8.18;71;71-80;0.89;76.77;15.29;0.0;0.47;4.07;1.88;0.63;1.94;0.3;;;
2015;PA;CL;P-240;2;PA-4415;PA-4415;14.0;PA-1250;DE BAHILLO (P-242) A SALDAÑA (CL-615);16.807;7.193;24.0;269;259;10;96.28;3.72;398;390;8;97.99;2.01;79;71-80;0.89;76.77;15.29;0.0;0.47;4.07;1.88;0.63;1.94;0.3;;;
2015;PA;CL;P-403;1;PA-4490;PA-4490;5.5;PA-1160;DE P-431  A LIMITE DE PROVINCIA DE BURGOS;11.64;0.0;11.64;91;83;8;91.21;8.79;68;64;4;94.12;5.88;73;71-80;0.43;79.95;11.62;0.0;1.23;2.95;2.46;1.35;0.33;0.0;;BU;
2015;PA;CP;P-405;1;PA-4145;PA-4145;0.6;PA-1160;DE PALENCIA A VILLALOBÓN (P-410);2.78;0.0;2.78;9086;8181;905;90.04;9.96;9735;9140;595;93.89;6.11;46;<=60;0.43;79.95;11.62;0.0;1.23;2.95;2.46;1.35;0.33;0.0;;;
2015;PA;CP;P-405;2;PA-4155;PA-4155;11.8;PA-1160;DE VILLALOBÓN (P-410)  A P-411;10.38;2.78;13.16;989;926;63;93.63;6.37;1059;1011;48;95.47;4.53;77;71-80;0.43;79.95;11.62;0.0;1.23;2.95;2.46;1.35;0.33;0.0;;;
2015;PA;CP;P-405;3;PA-1160;PA-1160;20.99;PA-1160;DE P-411 A P-412 POR ASTUDILLO;16.64;13.16;29.8;926;852;74;92.01;7.99;932;871;61;93.45;6.55;77;71-80;0.43;79.95;11.62;0.0;1.23;2.95;2.46;1.35;0.33;0.0;;;
2015;PA;CP;P-405;4;BU-4320;;;BU-1040;DE P-412 A LÍMITE DE PROVINCIA DE BURGOS;5.62;29.8;35.42;558;474;84;84.95;15.05;450;415;35;92.22;7.78;82;81-90;0.56;82.5;9.1;0.98;0.82;2.61;2.46;0.97;0.68;0.55;;BU;
2015;PA;CL;P-420;1;PA-4470;;;PA-1160;DE AMUSCO (N-611) A  VALDESPINA (P-430);5.525;0.0;5.525;18;17;1;94.44;5.56;25;25;0;100.0;0.0;72;71-80;0.43;79.95;11.62;0.0;1.23;2.95;2.46;1.35;0.33;0.0;;;
2015;PA;CP;P-431;2;PA-4485;PA-4485;11.1;PA-1160;DE P-403 A ASTUDILLO (P-405);9.54;3.5;13.04;460;413;47;89.78;10.22;430;383;47;89.07;10.93;73;71-80;0.43;79.95;11.62;0.0;1.23;2.95;2.46;1.35;0.33;0.0;;;
2015;PA;CL;P-610;1;BU-4470;;;BU-1155;DE ALAR DEL REY (N-611) A LÍMITE DE PROVINCIA DE BURGOS;3.82;0.0;3.82;192;150;42;78.13;21.88;148;125;23;84.46;15.54;72;71-80;0.58;82.89;8.55;0.17;0.64;4.27;2.72;0.18;1.0;0.33;;BU;
2015;PA;CP;P-901;2;PA-4515;PA-4515;23.0;PA-1030;DE PP-9020 A VILLERÍAS DE CAMPOS (CL-612)  POR AMPUDIA;25.6;5.5;31.1;486;473;13;97.33;2.67;444;432;12;97.3;2.7;78;71-80;0.65;70.76;9.55;0.43;0.32;7.38;9.95;0.96;1.85;0.0;;;
2015;PA;CL;P-903;1;PA-4520;PA-4520;9.75;PA-1030;DE SANTA CECILIA DE ALCOR (P-901) A DUEÑAS (N-620);13.23;0.0;13.23;179;165;14;92.18;7.82;210;199;11;94.76;5.24;74;71-80;0.65;70.76;9.55;0.43;0.32;7.38;9.95;0.96;1.85;0.0;;;
2015;PA;CP;P-905;1;PA-4645;PA-4645;11.9;PA-1030;DE TERRADILLO DE LOS TEMPLARIOS (N-120) A VILLADA (CL-613);13.27;0.0;13.27;190;171;19;90.0;10.0;221;197;24;89.14;10.86;79;71-80;0.65;70.76;9.55;0.43;0.32;7.38;9.95;0.96;1.85;0.0;;;
2015;PA;CP;P-905;2;PA-4015;PA-4015;19.9;PA-1030;DE VILLADA (CL-613) A BOADILLA DE RIOSECO (P-934);8.0;13.27;21.27;414;377;37;91.06;8.94;463;405;58;87.47;12.53;97;91-100;0.65;70.76;9.55;0.43;0.32;7.38;9.95;0.96;1.85;0.0;;;
2015;PA;CL;P-912;1;VA-4400;;;VA-1130;DE P-922 A LÍMITE DE PROVINCIA DE VALLADOLID (CL-612);7.6;0.0;7.6;420;409;11;97.38;2.62;376;366;10;97.34;2.66;76;71-80;0.45;77.18;11.03;0.0;0.47;6.31;4.26;0.32;0.12;0.58;;VA;
2015;PA;CL;P-913;1;PA-4540;PA-4540;10.2;PA-1030;DE VILLARRAMIEL (P-922) A BELMONTE DE CAMPOS;13.0;0.0;13.0;255;243;12;95.29;4.71;242;232;10;95.87;4.13;76;71-80;0.65;70.76;9.55;0.43;0.32;7.38;9.95;0.96;1.85;0.0;;;
2015;PA;CL;P-931;1;VA-4420;;;VA-1130;DE VILLADA (P-905) A LÍMITE DE PROVINCIA DE VALLADOLID;4.433;0.0;4.433;228;187;41;82.02;17.98;236;205;31;86.86;13.14;84;81-90;0.45;77.18;11.03;0.0;0.47;6.31;4.26;0.32;0.12;0.58;;VA;
2015;PA;CL;P-933;1;PA-4555;;;PA-1030;DE FRECHILLA (P-924) A AUTILLO DE CAMPOS (P-953);6.046;0.0;6.046;290;278;12;95.86;4.14;303;282;21;93.07;6.93;79;71-80;0.65;70.76;9.55;0.43;0.32;7.38;9.95;0.96;1.85;0.0;;;
2015;PA;CL;P-940;1;PA-4575;PA-4575;7.5;PA-1030;DE MAZARIEGOS (N-610) A FUENTES DE NAVA (P-953);8.277;0.0;8.277;619;581;38;93.86;6.14;623;591;32;94.86;5.14;79;71-80;0.65;70.76;9.55;0.43;0.32;7.38;9.95;0.96;1.85;0.0;;;
2015;PA;CL;P-941;1;PA-4555;;;PA-1030;DE CASTROMOCHO (N-610) A P-953;5.3;0.0;5.3;290;278;12;95.86;4.14;303;282;21;93.07;6.93;77;71-80;0.65;70.76;9.55;0.43;0.32;7.38;9.95;0.96;1.85;0.0;;;
2015;PA;CL;P-954;1;PA-4785;PA-4785;2.0;PA-1030;DE A-65 A GRIJOTA (CL-613);4.024;0.0;4.024;498;484;14;97.19;2.81;665;633;32;95.19;4.81;58;<=60;0.65;70.76;9.55;0.43;0.32;7.38;9.95;0.96;1.85;0.0;;;
2015;PA;CL;P-960;1;PA-4590;;;PA-1030;DE VILLALDAVÍN (CL-615) A PAREDES DE NAVA (CL-613a);10.31;0.0;10.31;114;105;9;92.11;7.89;109;102;7;93.58;6.42;80;71-80;0.65;70.76;9.55;0.43;0.32;7.38;9.95;0.96;1.85;0.0;;;
2015;PA;CL;P-961;1;PA-4610;PA-4610;10.34;PA-1030;DE PAREDES DE NAVA (CL-613a) A VILLAFOLFO (CL-615);11.03;0.0;11.03;269;225;44;83.64;16.36;330;304;26;92.12;7.88;80;71-80;0.65;70.76;9.55;0.43;0.32;7.38;9.95;0.96;1.85;0.0;;;
2015;PA;CL;P-983;1;PA-4670;PA-4670;10.9;PA-0100;DE AMUSCO (N-611) A VILLOLDO (CL-615a) POR SAN CEBRIÁN DE CAMPOS;13.93;0.0;13.93;309;270;39;87.38;12.62;301;274;27;91.03;8.97;71;71-80;0.11;79.56;10.93;0.25;0.31;4.3;4.17;0.37;0.03;0.36;;;
2015;PA;CL;P-984;1;PA-4675;PA-4675;5.17;PA-0100;DE N-611 A SAN CEBRIÁN DE CAMPOS (P-983);9.765;0.0;9.765;444;407;37;91.67;8.33;390;367;23;94.1;5.9;74;71-80;0.11;79.56;10.93;0.25;0.31;4.3;4.17;0.37;0.03;0.36;;;
2015;PA;CP;P-990;1;PA-4680;PA-4680;0.75;PA-0100;DE LA VENTA (CL-615) A MONZÓN DE CAMPOS (N-611);5.988;0.0;5.988;167;148;19;88.62;11.38;163;148;15;90.8;9.2;66;61-70;0.11;79.56;10.93;0.25;0.31;4.3;4.17;0.37;0.03;0.36;;;
2015;PA;CL;P-991;1;PA-4685;PA-4685;5.45;PA-0100;DE MONZÓN DE CAMPOS (N-611) A CL-615;6.133;0.0;6.133;512;457;55;89.26;10.74;508;482;26;94.88;5.12;65;61-70;0.11;79.56;10.93;0.25;0.31;4.3;4.17;0.37;0.03;0.36;;;
2015;SA;CP;SA-100;1;SA-4005;SA-4005;2.1;SA-1240;DE N-630 A LÍMITE DE PROVINCIA DE ÁVILA;5.505;0.0;5.505;1654;1590;64;96.13;3.87;1272;1223;49;96.15;3.85;69;61-70;1.0;80.91;9.5;0.0;0.98;6.39;1.23;0.0;0.55;0.16;;AV;
2015;SA;CP;SA-102;2;AV-4210;;;AV-1205;DE PUENTE DEL CONGOSTO A LÍMITE DE PROVINCIA DE ÁVILA;6.2;16.0;22.2;1374;1223;151;89.01;10.99;1445;1371;74;94.88;5.12;74;71-80;0.4;82.65;6.14;0.3;1.1;6.38;3.03;0.0;0.15;0.4;;AV;
2015;SA;CL;SA-104;1;SA-4205;SA-4205;14.61;SA-1240;DE GUIJUELO A LÍMITE DE PROVINCIA DE ÁVILA;23.31;0.0;23.31;248;235;13;94.76;5.24;305;292;13;95.74;4.26;70;61-70;1.0;80.91;9.5;0.0;0.98;6.39;1.23;0.0;0.55;0.16;;AV;
2015;SA;CP;SA-105;1;SA-4470;SA-4470;7.93;SA-1215;DE PEÑARANDA DE BRACAMONTE (N-501) A MACOTERA (SA-113);10.11;0.0;10.11;1639;1488;151;90.79;9.21;1365;1246;119;91.28;8.72;79;71-80;0.48;68.05;10.35;0.48;0.94;7.26;10.93;1.51;0.76;0.86;;;
2015;SA;CP;SA-105;2;SA-4190;SA-4190;12.65;SA-1215;DE MACOTERA (SA-113) A LÍMITE DE PROVINCIA DE ÁVILA;12.9;10.11;23.01;897;850;47;94.76;5.24;803;763;40;95.02;4.98;77;71-80;0.48;68.05;10.35;0.48;0.94;7.26;10.93;1.51;0.76;0.86;;AV;
2015;SA;CL;SA-203;1;SA-4480;SA-4480;5.52;SA-1240;DE SA-201 A LA PEÑA DE FRANCIA;12.0;0.0;12.0;226;220;6;97.35;2.65;230;224;6;97.39;2.61;52;<=60;1.0;80.91;9.5;0.0;0.98;6.39;1.23;0.0;0.55;0.16;;;
2015;SA;CP;SA-205;1;SA-1035;SA-1035;0.26;SA-1035;DE VECINOS (SA-211) A SA-210;0.88;0.0;0.88;2626;2440;186;92.92;7.08;2611;2412;199;92.38;7.62;79;71-80;0.73;80.53;11.58;0.07;0.33;5.67;0.99;0.09;0.26;0.15;;;
2015;SA;CP;SA-205;3;SA-4045;SA-4045;36.7;SA-1035;DE LINARES DE RIOFRÍO A SANTIBAÑEZ DE LA SIERRA (SA-220);14.66;22.86;37.52;464;459;5;98.92;1.08;492;486;6;98.78;1.22;61;61-70;0.73;80.53;11.58;0.07;0.33;5.67;0.99;0.09;0.26;0.15;;;
2015;SA;CP;SA-212;2;SA-4505;SA-4505;31.8;SA-1240;DE LINARES DE RIOFRIO (SA-205) A TAMAMES (SA-210);19.14;24.66;43.8;366;352;14;96.17;3.83;471;440;31;93.42;6.58;75;71-80;1.0;80.91;9.5;0.0;0.98;6.39;1.23;0.0;0.55;0.16;;;
2015;SA;CL;SA-213;1;SA-4510;SA-4510;16.5;SA-1240;DE TAMAMES (SA-215) A A-62 POR BOCACARA;29.2;0.0;29.2;117;114;3;97.44;2.56;311;291;20;93.57;6.43;75;71-80;1.0;80.91;9.5;0.0;0.98;6.39;1.23;0.0;0.55;0.16;;;
2015;SA;CP;SA-215;1;SA-4130;SA-4130;16.41;SA-1240;DE LA FUENTE DE SAN ESTEBAN (N-620) A TAMAMES (SA-201);19.85;0.0;19.85;574;503;71;87.63;12.37;555;503;52;90.63;9.37;78;71-80;1.0;80.91;9.5;0.0;0.98;6.39;1.23;0.0;0.55;0.16;;;
2015;SA;CP;SA-215;2;SA-4125;SA-4125;22.71;SA-1240;DE TAMAMES (SA-201) A SA-220;12.57;19.85;32.42;551;539;12;97.82;2.18;561;555;6;98.93;1.07;73;71-80;1.0;80.91;9.5;0.0;0.98;6.39;1.23;0.0;0.55;0.16;;;
2015;SA;CP;SA-220;3;SA-4050;SA-4050;31.58;SA-1035;DE SANTIBÁÑEZ DE LA SIERRA (SA-205) A SA-225;7.6;25.0;32.6;417;405;12;97.12;2.88;533;520;13;97.56;2.44;56;<=60;0.73;80.53;11.58;0.07;0.33;5.67;0.99;0.09;0.26;0.15;;;
2015;SA;CP;SA-220;5;SA-4075;SA-4075;54.12;SA-1240;DE SA-215 A EL CABACO (SA-201);5.8;49.75;55.55;173;168;5;97.11;2.89;213;209;4;98.12;1.88;69;61-70;1.0;80.91;9.5;0.0;0.98;6.39;1.23;0.0;0.55;0.16;;;
2015;SA;CP;SA-305;1;SA-4385;SA-4385;24.7;SA-1265;DE LA FUENTE DE SAN ESTEBAN (SA-315) A CL-517;33.23;0.0;33.23;178;169;9;94.94;5.06;201;186;15;92.54;7.46;79;71-80;0.2;84.5;8.75;0.13;1.33;4.2;0.37;0.52;0.33;0.33;;;
2015;SA;CP;SA-305;2;SA-4380;SA-4380;38.5;SA-1265;DE CL-517 A LEDESMA (SA-300);8.56;33.23;41.79;392;376;16;95.92;4.08;383;370;13;96.61;3.39;66;61-70;0.2;84.5;8.75;0.13;1.33;4.2;0.37;0.52;0.33;0.33;;;
2015;SA;CL;SA-314;1;SA-4290;SA-4290;3.89;SA-1100;DE VITIGUDINO A ALDEADÁVILA DE LA RIBERA;29.4;0.0;29.4;576;568;8;98.61;1.39;621;612;9;98.55;1.45;78;71-80;0.3;69.39;17.73;0.3;3.07;6.95;2.1;0.16;2.01;0.63;;;
2015;SA;CP;SA-315;3;SA-4280;;;SA-1265;DE TRABANCA (SA-316)  A SA-302;2.9;57.7;60.6;482;470;12;97.51;2.49;471;465;6;98.73;1.27;72;71-80;0.2;84.5;8.75;0.13;1.33;4.2;0.37;0.52;0.33;0.33;;;
